compression,batchSize,linger,n_topics,fetch_time,Throughput,Latency
snappy,59534,13,19,11374,19.947916666666668,0.9292901813633511
gzip,115174,86,2,21139,13.6,0.6819360360360358
None,74316,40,12,9143,29.378947368421056,0.8919439571150107
gzip,164402,92,2,17153,13.533333333333333,0.6914945355191262
None,172782,12,16,9597,28.126086956521732,0.9960866267465068
snappy,245252,21,12,16234,20.346875,0.8338899662731868
None,226959,22,4,11934,19.051612903225806,0.9013995568685368
snappy,201638,69,16,4402,25.91363636363636,0.9230407673860891
gzip,92072,49,6,2610,21.592,0.7541085637221839
None,182800,42,20,248,22.758823529411767,0.9028613074204945
snappy,63971,76,8,23868,18.170212765957448,0.764056854410202
gzip,162968,96,11,15971,18.753333333333334,0.8337559158632781
snappy,233122,66,19,11068,19.771134020618558,0.9419225568531039
snappy,222754,49,9,15990,24.239999999999995,0.7912883939038688
snappy,11964,34,6,9243,16.21818181818182,0.7351736334405145
snappy,142315,21,4,28356,14.475000000000001,0.7124435483870964
snappy,25667,35,7,25075,19.03333333333334,0.7451513002364063
None,63567,55,19,14004,31.733333333333334,1.002681921331321
None,158092,78,10,27256,20.95925925925926,0.8399215686274504
gzip,167214,47,15,7938,17.593939393939394,0.8666579654510558
gzip,37191,34,16,14291,27.814634146341465,0.9086973113616653
None,188621,8,17,429,18.267567567567568,0.9057768115942038
gzip,138634,96,10,11470,16.935135135135134,0.8305527034407422
snappy,150313,52,11,26295,18.642105263157898,0.8426154216867477
gzip,106318,93,1,16540,12.61,0.674427377220481
None,131006,78,10,17149,20.259459459459457,0.8688131997642894
gzip,180412,15,1,8033,13.030000000000001,0.6383976670201494
gzip,234630,83,19,23365,18.235164835164838,0.9510350208044384
None,245931,70,8,19589,20.472727272727273,0.777124703087885
snappy,40555,4,17,27632,19.673170731707316,0.9509775750665148
gzip,57529,36,13,14979,25.35428571428571,0.8804480932203401
gzip,188420,58,2,971,12.32,0.6733422053231938
snappy,58772,67,5,6582,20.019047619047615,0.7370896825396824
None,144654,13,8,13025,25.933333333333334,0.8751484168865419
None,159997,35,3,2223,20.39230769230769,0.717829914529916
snappy,93777,88,13,2026,18.895384615384614,0.847691837625492
snappy,59194,99,5,25377,19.580952380952375,0.7624875000000004
None,224316,45,9,9415,22.2375,0.7857733711048154
gzip,121744,54,5,26844,17.070588235294117,0.7297274725274718
snappy,71403,60,5,1490,20.219047619047622,0.7358455349959768
snappy,97910,73,17,22669,26.155,0.9726333182435477
gzip,228494,48,15,26038,19.219444444444445,0.885263223656809
None,135738,71,6,21630,20.177777777777777,0.7543312757201642
None,146487,57,20,15708,31.523404255319157,1.0153547985043618
None,226216,39,8,12719,28.56923076923077,0.787809427609427
gzip,104022,85,12,3651,18.466666666666672,0.8124892996108966
snappy,206092,15,16,8542,19.671052631578945,0.9453713368125269
None,188396,7,19,11447,19.80888888888889,1.0335917414721734
gzip,235299,6,4,24477,16.46206896551724,0.6907622047244102
None,244388,24,6,3419,19.666666666666668,0.7258028945554776
snappy,175714,69,13,16340,25.15294117647059,0.8672180293501066
None,140151,65,3,15764,24.847058823529412,0.7333679417122033
gzip,95823,81,17,26838,25.35609756097561,0.9789246935201383
gzip,141521,30,2,7289,14.200000000000001,0.6397977207977199
gzip,218751,90,10,20975,18.073076923076925,0.8018660806618413
snappy,70343,95,6,3181,16.794594594594592,0.7614739688979043
snappy,27221,68,15,19738,18.88421052631579,0.8731827626010008
None,204753,91,5,11574,18.379310344827587,0.7779140401146126
snappy,25196,20,15,20675,20.336,0.8967703367385514
gzip,214808,5,6,29277,17.329729729729735,0.7574744376278123
None,88284,7,4,26225,18.673333333333336,0.8387375389408095
None,193446,46,5,22345,19.807692307692307,0.773887480190173
None,251583,59,18,10635,31.075,0.9428315707011373
snappy,122592,83,10,16020,16.724324324324325,0.8670897666068225
None,131729,72,10,12567,28.032258064516128,0.8556527777777774
None,122030,79,17,18015,21.031707317073174,0.9573244330651044
gzip,160639,9,7,24502,18.29756097560976,0.9231286624203805
None,18259,17,6,28763,18.493750000000002,0.8692486263736278
None,59878,55,1,19314,18.599999999999998,0.6742962962962982
gzip,239270,59,7,20782,17.81,0.7561913814955623
gzip,12069,56,5,5775,16.884848484848487,0.7246695715323179
None,57855,53,10,15289,21.97254901960784,0.8386520822351083
snappy,117531,79,14,26101,18.441176470588232,0.8671281276962897
snappy,9519,42,19,7626,19.035555555555558,0.9001314204746735
snappy,201402,14,12,6739,19.813333333333333,0.9088280435812405
snappy,252990,74,5,23320,16.35151515151515,0.7259549745824251
snappy,70252,20,2,12003,14.747826086956522,0.6443589743589752
None,27765,98,9,23262,27.237037037037037,0.8665376344086027
None,138469,66,3,18759,18.88695652173913,0.6990427350427341
None,17402,84,7,10919,20.905,0.7724186495176849
None,177310,49,9,12245,22.775510204081634,0.7865871607515652
gzip,16860,2,12,29080,18.139285714285712,0.855782023447676
None,126425,64,18,1879,21.561363636363637,0.917449074074075
None,41961,19,9,3551,20.43333333333333,0.8757199999999981
gzip,128071,5,3,13852,15.76923076923077,0.653087628865979
None,84449,3,2,4366,17.530434782608694,0.657308935361217
gzip,11343,7,2,3963,14.57391304347826,0.643505223171889
gzip,174740,86,8,15711,17.78181818181818,0.7725465801886787
gzip,244436,70,14,14886,24.545945945945945,0.8966105476673434
snappy,219097,9,9,26739,19.816666666666666,0.7768603104212879
None,123903,1,20,18401,19.55106382978723,1.0353301104972383
snappy,121330,18,7,25610,18.545,0.7674236858771383
None,25636,26,13,14600,20.528125000000003,0.949310487580497
snappy,98930,46,8,28377,18.486363636363638,0.766950771055753
None,7262,96,18,14069,29.81904761904762,1.0048617251842233
None,161591,43,8,2764,21.663636363636364,0.7722379821958466
None,158566,82,8,11882,21.304545454545455,0.8124671052631575
snappy,59038,81,15,25945,16.659574468085104,0.9271322957198448
snappy,15626,23,3,16285,15.653846153846152,0.6854186046511643
gzip,250309,68,17,20675,18.55555555555556,0.92208261359369
snappy,174797,41,4,18158,16.66,0.7092815457413255
gzip,93791,79,5,28352,19.520000000000003,0.7398806682577567
None,57107,68,15,13525,21.142465753424663,0.8878574363188162
None,101565,33,7,3204,21.27,0.7469056364787832
snappy,187802,3,9,26512,25.142857142857142,0.7688187539332908
snappy,219946,71,6,13533,17.1027027027027,0.7174766101694913
gzip,15287,44,13,24757,19.115625,0.8414371609403263
snappy,198290,79,11,5193,16.759183673469387,0.8555368893320038
gzip,160870,51,12,16915,18.743333333333336,0.7962772230147411
snappy,131487,79,13,16074,24.8,0.875929319371728
None,228578,32,3,6080,18.907692307692308,0.7068544358311788
snappy,191634,72,7,29930,16.965,0.7429219543147195
snappy,215684,28,16,8416,19.942857142857143,0.9248024544734765
snappy,7096,54,14,2168,19.291176470588237,0.8700997830802584
snappy,118601,8,7,19746,18.473170731707317,0.726671310956301
gzip,251958,76,20,6773,18.248936170212772,0.9387514510071691
None,117701,23,15,7109,29.335135135135133,1.0021166747690804
gzip,198096,88,16,23398,18.953246753246756,0.895362509391437
None,33334,85,10,2215,27.9,0.8701385964912269
None,146130,15,10,10153,19.905660377358487,0.9110289928789406
snappy,244949,29,7,24044,23.65833333333333,0.7821514305652484
snappy,138603,9,8,15056,18.736363636363635,0.7597801169590641
snappy,152881,61,20,10214,19.569387755102046,0.9507217086388285
snappy,106129,57,11,7881,24.693749999999994,0.8859774901519415
snappy,201890,48,18,16516,19.163218390804595,0.9297191129883837
snappy,140484,18,2,24275,11.621052631578948,0.6566370887337986
snappy,59675,54,15,12104,25.625641025641023,0.9193349012229536
snappy,22205,57,20,25822,26.45490196078432,0.9694869731800763
gzip,16483,49,5,22029,17.084848484848482,0.7249636363636351
gzip,95249,68,8,22891,17.754545454545454,0.7589063604240278
snappy,212136,60,2,13072,14.504347826086954,0.6548449248120295
None,217528,25,7,24555,19.98048780487805,0.836994535519125
snappy,101060,37,14,18443,25.9,0.8839020979020981
gzip,238621,58,4,3942,15.660000000000004,0.7291589147286827
snappy,184961,44,15,21402,19.134246575342466,0.8713080664775043
None,110464,8,14,24425,19.891176470588235,1.0415587719298254
gzip,184581,58,8,25745,18.509090909090904,0.7878202846975086
gzip,76584,83,4,8462,15.372413793103451,0.7230370370370391
gzip,239504,2,14,21605,19.600000000000005,1.0085594102341722
gzip,242039,99,13,17919,18.671875,0.8644930274403956
None,257810,43,17,24038,31.50243902439024,0.9738602054488609
snappy,121606,20,20,13975,19.31578947368421,0.9336881461061329
None,160637,25,7,22256,20.07142857142857,0.8961268115942045
None,175641,29,6,503,20.326315789473686,0.8549635890767242
None,178924,54,7,22580,28.353846153846153,0.7717289972899725
None,155110,64,9,4907,22.727999999999998,0.7896351136964576
snappy,225443,67,13,805,19.116417910447762,0.8361361916771769
None,226241,63,7,11465,22.38571428571429,0.7662904411764699
snappy,79754,3,8,20054,18.83043478260869,0.7661764377442777
snappy,239511,9,1,2022,13.830000000000002,0.6637808510638298
snappy,178627,52,7,13857,18.247619047619047,0.7487566425120766
None,9560,27,8,26786,20.752173913043478,0.8800000000000002
snappy,240149,60,20,29629,19.549999999999997,0.9169627003699132
gzip,259311,21,20,27495,19.877999999999997,0.9401759615384625
gzip,184229,34,18,2116,19.860000000000003,0.8940164264163591
snappy,252620,75,6,2123,21.166666666666668,0.7590007047216355
snappy,24923,27,14,3243,20.05833333333333,0.8766748392282941
snappy,140270,21,17,1266,20.143529411764707,0.9198718216649256
gzip,72069,84,2,24611,14.95,0.6784161793372333
snappy,29693,9,6,13196,16.400000000000002,0.7173198433420371
None,121610,86,14,23695,21.400000000000006,0.9058332665330665
gzip,91056,58,14,7698,18.907042253521126,0.8539315178213865
gzip,223615,51,8,5688,18.669565217391305,0.76594642857143
snappy,206269,10,4,17002,20.21,0.7103946932006631
gzip,198120,48,11,13588,19.217241379310344,0.8408442469597747
None,201925,77,4,14360,19.726666666666667,0.7456368501529049
snappy,85472,86,6,25507,16.97368421052631,0.752800890585242
gzip,123626,75,4,16578,15.466666666666667,0.7203051498847036
snappy,85300,60,4,20582,14.39259259259259,0.7270400302114784
None,176247,87,3,27235,23.566666666666663,0.7270820559062218
snappy,231979,43,13,14435,19.480597014925372,0.8356638690725967
gzip,30526,47,11,7625,19.16949152542373,0.8458447146866243
None,156625,83,17,3960,19.718918918918916,0.9625424445227188
snappy,173975,34,11,2605,19.355172413793106,0.8364979001399907
gzip,15928,63,10,24783,19.288888888888888,0.7965250371839354
gzip,118938,29,1,27313,13.35,0.6466624338624325
snappy,94474,41,16,20610,27.199999999999996,0.9311872643485544
gzip,207755,98,18,8899,18.66,0.9333955375253558
gzip,39661,67,18,8185,19.308888888888887,0.9061349797022988
gzip,67606,24,9,29228,24.73793103448276,0.8374303135888501
snappy,176298,79,12,22589,18.4741935483871,0.8260767172167698
snappy,232185,34,8,7,16.587878787878786,0.7827621118012421
None,177150,67,9,13450,22.344,0.8218494736842109
gzip,259855,28,17,27160,27.133333333333333,0.9456249496981879
snappy,49845,32,11,24534,18.356862745098038,0.8552034054302813
snappy,85226,98,16,8005,18.8975,0.9039037550127604
None,7658,67,19,2076,21.890526315789476,0.9601426218708833
None,27097,42,15,27764,23.34,0.9003938207136643
snappy,153950,84,6,24286,17.09473684210527,0.7529525641025652
snappy,10799,44,19,11848,19.26170212765958,0.9114076350695591
None,122201,71,16,17974,21.809876543209874,0.8889091907726112
None,105019,71,7,19593,21.114285714285714,0.7637433090024338
gzip,94441,68,19,24633,26.629166666666666,0.9538964218455755
snappy,254745,48,3,13575,13.06086956521739,0.7070956375838914
snappy,27620,94,5,24632,16.258823529411764,0.7497851063829775
None,238822,13,11,19240,27.066666666666663,1.0485530546623778
snappy,169441,53,15,15094,26.67317073170732,0.9360403821102923
snappy,43380,95,17,2722,18.99069767441861,0.9547195584684389
None,195460,7,12,6464,27.288888888888888,0.9088008871365195
gzip,190028,68,14,19440,18.802816901408455,0.8485792437650833
None,123124,77,15,21068,19.83030303030303,0.8843738496932535
gzip,93332,97,1,20186,12.540000000000003,0.6837920685959264
gzip,243702,2,1,20631,13.330000000000002,0.6301620762711857
None,123663,66,20,13723,22.272000000000002,0.9236516535433071
gzip,127526,32,2,19078,14.113043478260868,0.6645626767200749
gzip,246657,95,6,14618,16.99473684210526,0.7777311688311693
None,95974,9,20,28705,20.418,0.9247387613957868
None,261108,51,6,27996,22.452631578947365,0.7601748878923773
gzip,90979,48,12,9816,18.832258064516125,0.7938967512238552
snappy,233472,2,12,29995,26.680000000000007,0.9203541357107484
gzip,147104,62,16,7617,26.657142857142862,0.9313706205149855
None,81996,27,12,20900,20.522580645161295,0.8838404444444451
None,189620,56,7,24563,21.135135135135137,0.7563444378346212
gzip,201536,23,7,4391,18.666666666666664,0.7586756272401436
None,215910,21,2,10288,17.086956521739133,0.8001429924242414
None,21662,56,17,27099,22.50117647058823,0.9328791969539622
None,93219,72,13,16984,21.722388059701487,0.8722193466270687
snappy,188296,56,1,15565,13.989999999999998,0.6606740976645425
snappy,196968,52,15,9917,19.088000000000005,0.8742516428295314
gzip,262136,96,16,8512,18.40749999999999,0.9133777777777793
None,241864,3,16,24754,20.2575,0.9215975877193012
snappy,91127,82,20,19196,26.93333333333333,1.0001431662459415
snappy,38303,82,8,22260,17.969565217391306,0.7686690848214294
None,84230,78,3,6588,19.20740740740741,0.7384754653130285
gzip,73162,28,14,2353,19.81690140845071,0.9098487158908516
gzip,159117,32,19,15694,19.71489361702128,0.9062884804725962
gzip,204034,25,8,10676,19.156521739130437,0.7579086322869972
gzip,79385,42,17,1611,26.63181818181818,0.9398504290968543
gzip,215329,15,11,19593,19.386206896551727,0.8501400832177536
gzip,100486,27,5,24005,17.458823529411763,0.7211204735376049
snappy,99690,30,14,4881,27.441025641025647,0.8933697135061374
gzip,116079,37,16,15301,19.697499999999998,0.8791433770014557
snappy,98644,42,4,26789,19.11,0.7153735725938016
snappy,122854,31,13,29608,20.0,0.8626144781144774
None,127282,11,20,29476,29.228,1.0229514455151967
None,258302,68,13,8749,21.695522388059697,0.872621012335176
gzip,207348,99,11,14091,18.46551724137931,0.8781756628787872
None,171143,75,2,27784,21.775,0.7207233626588454
gzip,143180,1,11,24398,19.616949152542375,0.8375730966837922
snappy,88422,79,13,4566,18.525373134328362,0.8379126506024116
gzip,201568,98,11,533,16.964999999999996,0.8499349509550832
gzip,90292,20,19,4606,19.863829787234046,0.9207098987259068
None,166031,2,4,28270,18.253333333333334,0.9033716475095779
snappy,118655,71,19,10393,18.93473684210526,0.9449433290155429
snappy,212292,78,18,26263,26.252173913043475,0.9493191080353722
gzip,223394,100,14,23993,18.712676056338022,0.8762843813387415
None,92404,49,13,6837,31.35675675675676,0.8978275696445709
None,150360,54,3,3200,21.02962962962963,0.7495142857142844
snappy,73421,55,14,25070,26.676923076923075,0.876496124031006
None,218975,36,10,6843,22.822222222222223,0.8339519759879943
gzip,65207,63,15,13390,26.505000000000003,0.9014256959314774
gzip,179618,37,18,11077,27.55652173913044,0.936693567251462
None,107437,98,13,15079,21.57313432835821,0.8663891937526397
None,245825,98,3,2828,19.8,0.7347440677966097
gzip,32747,50,9,4375,19.052,0.7801102444097775
gzip,69291,87,19,2143,17.876666666666665,0.9875776350585553
gzip,13923,62,11,5374,18.962068965517243,0.8513503274087928
snappy,160982,69,16,20782,18.685,0.8826552748885607
gzip,217314,40,9,25728,24.551724137931036,0.7918161592505865
snappy,114268,56,10,12610,19.311111111111106,0.824877641277642
None,138293,58,10,17023,22.35925925925926,0.8275983118172788
snappy,92364,49,20,15654,27.791999999999998,0.9250200145560429
gzip,152969,23,14,12917,19.977464788732394,0.8763736968724949
None,71541,99,10,7927,21.04814814814815,0.8554118231495285
snappy,199966,27,18,21611,20.253333333333334,0.9538293172690759
snappy,54653,98,17,25817,18.623809523809523,0.9576867043847267
None,198670,89,7,17896,21.04761904761905,0.7825451807228914
gzip,206278,54,10,29666,19.01851851851852,0.8030049261083729
snappy,96908,98,11,9023,18.75862068965517,0.8682194665418794
snappy,188766,73,6,28834,17.147368421052633,0.746463178294573
snappy,207604,63,3,22526,15.222222222222221,0.7082093802345067
None,93746,94,10,20372,21.577777777777783,0.855477450980392
None,7113,65,9,27402,22.728,0.8001498929336186
None,164526,89,16,2592,21.015384615384615,0.9291315900463945
snappy,155954,71,6,12128,16.936842105263157,0.7489181286549703
snappy,132050,94,18,27576,25.98260869565217,1.0020649452269155
snappy,202245,15,9,7530,19.432000000000002,0.7800187695516154
snappy,19901,79,19,24645,26.599999999999998,1.000533284295696
None,12042,60,3,24957,21.051851851851854,0.7298941574936502
gzip,241755,51,10,23159,19.1962962962963,0.7919965534219597
snappy,238244,46,20,16648,19.354455445544556,0.8871479623824429
snappy,164298,55,11,22474,18.98965517241379,0.8390371057513918
gzip,246022,56,20,8636,27.752000000000006,0.9611355870592506
snappy,21210,17,12,3566,26.66857142857143,0.8979332998996992
snappy,31876,19,13,2502,19.99402985074627,0.8521558608845011
None,208061,8,11,10730,26.98181818181818,1.0521199785752546
snappy,134005,99,17,24976,18.91764705882353,0.9652736879182828
None,213683,42,19,25425,32.54583333333334,0.9622669396872666
None,88295,95,9,18022,21.64,0.843152276295134
None,229073,17,19,12628,29.212500000000002,1.0156430722891578
None,229199,51,5,12952,21.670588235294115,0.7615257223396776
snappy,222267,54,17,16727,19.679999999999996,0.9081960507757385
snappy,196438,67,8,3444,18.08260869565217,0.7670442427680092
snappy,168052,45,1,13289,15.057142857142859,0.658558823529413
snappy,241598,65,4,4863,16.173333333333336,0.7317004573170728
gzip,29566,0,4,9357,17.146666666666665,0.6829833080424889
gzip,233623,56,12,23935,25.314285714285717,0.8126372745490973
gzip,103258,19,6,16958,18.04736842105263,0.7685711513583444
snappy,78975,97,14,1971,18.74366197183098,0.881122622420073
gzip,20641,61,5,16241,17.080000000000005,0.7334615912208509
None,106549,75,20,2580,30.475999999999996,1.0054855907780997
None,222974,36,9,10476,30.144827586206898,0.8139730046948351
gzip,54500,45,6,24651,17.636842105263156,0.7476138237159158
snappy,167234,44,15,15484,19.45,0.8675264591439676
None,132894,75,15,1765,20.448979591836736,0.9652118270079442
gzip,32299,90,2,26218,13.060869565217393,0.6881352380952381
gzip,253228,77,14,26413,18.343661971830986,0.8552263391059212
gzip,144402,80,14,20666,18.678873239436616,0.8546965213914459
None,129840,90,20,26176,21.47999999999999,0.9605273570324568
snappy,78845,3,15,20198,19.936842105263157,0.8852941176470567
snappy,210860,30,18,24021,18.336708860759494,0.92188802698145
snappy,249231,86,13,27538,16.776271186440674,0.8527689755288259
snappy,135978,9,13,28431,20.047761194029853,0.8635566315789478
None,173362,48,14,3512,31.205000000000002,0.8832427404718712
None,147552,41,10,14908,22.249056603773585,0.8309280283831721
None,138897,11,4,29110,16.7,0.9084456273764269
None,191771,51,14,26538,22.48450704225352,0.8603274407392533
snappy,180162,33,6,14974,22.008695652173913,0.7388073065902584
gzip,229964,88,20,24506,18.784000000000002,0.9398152786474623
snappy,79161,90,2,1296,15.012500000000001,0.6848732943469777
snappy,225830,96,15,8159,26.200000000000003,0.9152498932080307
None,209980,56,19,11806,22.52421052631579,0.9548452264581311
gzip,85694,4,19,2095,19.946666666666665,0.9869321843387048
gzip,251985,90,10,992,16.510638297872344,0.8134853888063396
snappy,87618,91,10,29520,18.622222222222224,0.8395177098495875
None,190598,58,19,23057,32.75416666666667,0.9659272045028156
gzip,98615,14,11,28234,19.901694915254243,0.7945092936802979
snappy,5953,48,13,5521,26.18378378378378,0.8522857142857123
gzip,240782,25,13,4678,27.264864864864865,0.8670789851603644
None,84909,64,20,24382,20.897727272727277,0.9299031954887206
gzip,100900,48,4,25439,18.979999999999997,0.7193235772357727
snappy,17607,81,11,17722,18.696551724137933,0.8418130797773671
None,182488,59,15,29271,22.191999999999997,0.8981560784313712
None,144223,9,18,11822,20.213333333333335,0.934671452991454
gzip,249549,89,4,14002,15.459999999999999,0.7334101382488488
snappy,97042,44,6,1449,22.474999999999998,0.750586013986013
snappy,210808,83,1,23903,13.37142857142857,0.6659869281045747
gzip,258197,36,11,9713,25.351515151515148,0.8651273014203046
gzip,27801,17,6,6963,22.958333333333332,0.8122409722222219
None,22213,50,11,18694,22.275862068965516,0.8520223880597023
gzip,218451,90,7,16778,17.695238095238096,0.7628057726999398
None,157767,67,5,2638,19.626666666666665,0.7711452631578963
gzip,77371,79,15,1244,18.639473684210525,0.8645296101949027
gzip,260969,54,17,18593,18.485185185185188,0.9392770352369377
gzip,82998,87,4,28307,18.21,0.7339350649350646
snappy,210281,96,19,14931,19.00842105263158,0.9649225806451622
None,252150,69,2,9137,17.878260869565217,0.691364494806421
snappy,209653,88,19,8821,18.941052631578952,0.9551777419354809
snappy,177341,63,6,26259,17.88947368421053,0.7461871794871809
None,253950,14,9,8472,20.02857142857143,0.9971449814126383
None,189548,89,14,27840,21.31549295774648,0.9044400958466465
snappy,230772,51,1,23378,14.914285714285713,0.6632995689655177
snappy,127833,95,19,685,18.926315789473684,0.965359987257087
gzip,146558,91,10,6977,18.40740740740741,0.813427227722773
None,202182,50,12,24003,22.584126984126982,0.8290529860799278
gzip,55749,27,17,2391,20.09176470588235,0.929225558659216
snappy,10156,87,18,4821,17.92280701754386,0.962859835100116
snappy,238555,8,19,19355,19.972631578947375,0.9330314935064938
snappy,235070,11,1,21134,13.830000000000002,0.6357064989517818
gzip,84232,3,14,13754,26.45263157894737,0.9473611239060327
snappy,136982,24,1,15997,15.242857142857146,0.6497168998923563
snappy,46034,99,1,15013,12.620000000000001,0.6800574712643673
None,14820,84,14,4053,29.68205128205128,0.8965157175398634
None,163637,11,20,15297,19.97575757575758,0.9910683111954472
gzip,46508,40,12,26533,17.511111111111113,0.7993046979865773
snappy,191143,72,20,12259,18.72727272727273,0.9361819875776392
snappy,255496,28,4,4738,17.083870967741937,0.7130264350453178
snappy,9671,49,2,13413,14.556521739130433,0.6682630597014924
snappy,72531,19,9,3792,25.200000000000003,0.8096247828604526
snappy,145438,72,18,21108,18.23448275862069,0.9473619157976008
gzip,165449,37,17,3958,20.33023255813954,0.898756436314365
None,226954,94,16,9023,30.590909090909097,0.9589185066238457
snappy,93877,75,17,19486,19.135632183908047,0.8932745751416171
snappy,79151,87,15,665,18.802597402597403,0.8722465099191801
gzip,19364,47,16,28322,19.934146341463418,0.8690971147079531
gzip,214223,35,17,28594,20.174712643678166,0.8920907881609584
snappy,245189,32,14,10871,18.846875000000004,0.8544000000000024
snappy,156494,56,2,5036,15.6875,0.6884927675988441
gzip,74351,78,14,14055,18.516666666666666,0.8574798749511544
None,177806,89,15,27246,21.477922077922077,0.8848489102327306
gzip,143295,41,2,12664,13.431999999999999,0.6583311627906974
snappy,115010,12,3,19770,15.85925925925926,0.6975201314708297
gzip,158629,59,9,9458,18.727999999999998,0.776101071975499
gzip,68156,31,19,5380,20.02916666666667,0.9198644338118013
gzip,103382,99,3,16892,14.74074074074074,0.7284661654135339
snappy,14690,88,19,13772,18.41098901098901,0.9750089593383869
gzip,61889,73,1,23457,12.34,0.6519592476489035
gzip,83898,54,9,19752,18.57142857142857,0.7839514237855959
gzip,118135,57,17,3412,26.366666666666667,0.9748638149279795
None,91905,6,10,6715,19.932075471698116,0.8132235169491535
snappy,39118,71,4,10486,15.23333333333333,0.7095946372239753
None,90984,3,19,9716,28.922727272727276,1.1695199161425598
snappy,60688,16,3,28388,15.992307692307692,0.6788647717484927
None,83615,57,7,25932,28.2,0.7677979238754321
gzip,248997,99,14,1563,18.800000000000004,0.8694102355808274
